/Users/erwenchen/Library/Python/3.9/lib/python/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
  warnings.warn(
Historical HTML scraper — 1 target(s)
per_period=20, max_per_target=500


======================================================================
  Malaysia:grabfood-my  (food.grab.com/my/en/restaurant/*)
======================================================================
  [242/380] 20241104 https://food.grab.com/my/en/restaurant/21-shopping-mart-damansara-perd … 198 items
  [243/380] 20241212 https://food.grab.com/my/en/restaurant/8p-concept-sdn-bhd-taman-midah- … 198 items
  [244/380] 20241213 https://food.grab.com/my/en/restaurant/abadi-cafeteria-ttdi-delivery/M … 103 items
  [245/380] 20241212 https://food.grab.com/my/en/restaurant/abang-adik-kopitiam-bandar-menj … 184 items
  [246/380] 20241202 https://food.grab.com/my/en/restaurant/adult-food-beverage-bukit-daman … 170 items
  [247/380] 20241202 https://food.grab.com/my/en/restaurant/akak-western-bazaria-pantai-del … 72 items
  [248/380] 20241202 https://food.grab.com/my/en/restaurant/all-star-burgers-foodle-kuchai- … 38 items
  [249/380] 20241213 https://food.grab.com/my/en/restaurant/an-viet-the-gardens-non-halal-d … 69 items
  [250/380] 20241202 https://food.grab.com/my/en/restaurant/auntea-jenny-bandar-baru-sri-pe … 36 items
  [251/380] 20241213 https://food.grab.com/my/en/restaurant/auntie-anne-s-sogo-kl-delivery/ … 51 items
  [252/380] 20241213 https://food.grab.com/my/en/restaurant/avocadian-avocado-milkshake-ban … 50 items
  [253/380] 20241202 https://food.grab.com/my/en/restaurant/ayam-crispy-house-damansara-per … 62 items
  [254/380] 20241213 https://food.grab.com/my/en/restaurant/ayam-gepuk-pak-gembus-jalan-ban … 31 items
  [255/380] 20241107 https://food.grab.com/my/en/restaurant/ayam-kipuk-viral-kicap-gepuk-pv … 31 items
  [256/380] 20241104 https://food.grab.com/my/en/restaurant/ayam-penyet-kak-zai-ridzuan-con … fetch fail
  [257/380] 20241212 https://food.grab.com/my/en/restaurant/b%E2%80%99fries-seasons-garden- … fetch fail
  [258/380] 20241202 https://food.grab.com/my/en/restaurant/b-bap-on-the-go-nu-sentral-deli … fetch fail
  [259/380] 20241213 https://food.grab.com/my/en/restaurant/bachelor-s-pizza-co-bangsar-del … 75 items
  [260/380] 20241104 https://food.grab.com/my/en/restaurant/bachelor-s-pizza-co-petaling-ja … fetch fail
  [261/380] 20250318 https://food.grab.com/my/en/restaurant/%E5%BE%90%E5%B8%88%E5%82%85%E5% … 110 items
  [262/380] 20250117 https://food.grab.com/my/en/restaurant/8p-concept-sdn-bhd-taman-midah- … 198 items
  [263/380] 20250323 https://food.grab.com/my/en/restaurant/a-w%C2%AE-petaling-jaya-deliver … 0 items
  [264/380] 20250117 https://food.grab.com/my/en/restaurant/a-w%C2%AE-rivercity-delivery/1- … 124 items
  [265/380] 20250115 https://food.grab.com/my/en/restaurant/a-w%C2%AE-sunway-putra-mall-del … 117 items
  [266/380] 20250119 https://food.grab.com/my/en/restaurant/abadi-cafeteria-ttdi-delivery/M … 110 items
  [267/380] 20250117 https://food.grab.com/my/en/restaurant/abang-adik-kopitiam-bandar-menj … 184 items
  [268/380] 20250317 https://food.grab.com/my/en/restaurant/abc-banana-leaf-brickfields-del … 200 items
  [269/380] 20250115 https://food.grab.com/my/en/restaurant/abc-bistro-cafe-delivery/MYDD10 … 63 items
  [270/380] 20250322 https://food.grab.com/my/en/restaurant/abc-bistro-cafe-selangor-mansio … 0 items
  [271/380] 20250119 https://food.grab.com/my/en/restaurant/abc-food-s-corner-pantai-dalam- … 14 items
  [272/380] 20250119 https://food.grab.com/my/en/restaurant/abc-one-bistro-banana-leaf-bric … 93 items
  [273/380] 20250115 https://food.grab.com/my/en/restaurant/abc-z-cafe-pantai-hill-park-del … 121 items
  [274/380] 20250115 https://food.grab.com/my/en/restaurant/addy-buang-burger-corner-delive … 149 items
  [275/380] 20250209 https://food.grab.com/my/en/restaurant/adult-food-beverage-bangsar-non … 151 items
  [276/380] 20250322 https://food.grab.com/my/en/restaurant/agrain-menara-hap-seng-delivery … 0 items
  [277/380] 20250322 https://food.grab.com/my/en/restaurant/ai-cha-berjaya-times-square-del … 0 items
  [278/380] 20250323 https://food.grab.com/my/en/restaurant/ai-cha-pantai-dalam-taman-bukit … 0 items
  [279/380] 20250322 https://food.grab.com/my/en/restaurant/aim-burger-kerinchi-delivery/1- … 0 items
  [280/380] 20250322 https://food.grab.com/my/en/restaurant/al-haji-bistro-kampung-attap-de … fetch fail
  [281/380] 20250516 https://food.grab.com/my/en/restaurant/4fingers-crispy-chicken-masjid- … fetch fail
  [282/380] 20250622 https://food.grab.com/my/en/restaurant/a-pie-thing-delivery/MYDD06474 … fetch fail
  [283/380] 20250620 https://food.grab.com/my/en/restaurant/a-w%C2%AE-rivercity-delivery/1- … 0 items
  [284/380] 20250429 https://food.grab.com/my/en/restaurant/abc-banana-leaf-brickfields-del … 0 items
  [285/380] 20250419 https://food.grab.com/my/en/restaurant/abc-one-bistro-banana-leaf-bric … 0 items
  [286/380] 20250516 https://food.grab.com/my/en/restaurant/aburi-sushi-gurney-plaza-delive … 0 items
  [287/380] 20250622 https://food.grab.com/my/en/restaurant/achutha-banana-leaf-brickfields … 0 items
  [288/380] 20250620 https://food.grab.com/my/en/restaurant/adriana-burger-shop-pantai-hill … 0 items
  [289/380] 20250429 https://food.grab.com/my/en/restaurant/agrain-menara-hap-seng-delivery … 0 items
  [290/380] 20250519 https://food.grab.com/my/en/restaurant/ai-cha-cova-square-damansara-de … 0 items
  [291/380] 20250622 https://food.grab.com/my/en/restaurant/al-bidayah-juice-king-brickfiel … 0 items
  [292/380] 20250622 https://food.grab.com/my/en/restaurant/albertwines2u-taman-perindustri … 0 items
  [293/380] 20250422 https://food.grab.com/my/en/restaurant/ali-food-corner-bandar-tun-raza … 0 items
  [294/380] 20250622 https://food.grab.com/my/en/restaurant/amazen-house-q-sentral-delivery … 0 items
  [295/380] 20250422 https://food.grab.com/my/en/restaurant/amira-one-bistro-bandar-sri-per … 0 items
  [296/380] 20250419 https://food.grab.com/my/en/restaurant/an-viet-the-gardens-non-halal-d … 0 items
  [297/380] 20250622 https://food.grab.com/my/en/restaurant/atio-brickfields-delivery/1-CZK … 0 items
  [298/380] 20250419 https://food.grab.com/my/en/restaurant/auntea-jenny-sunway-velocity-ma … 0 items
  [299/380] 20250622 https://food.grab.com/my/en/restaurant/auntie-anne-s-nu-sentral-delive … 0 items
  [300/380] 20250519 https://food.grab.com/my/en/restaurant/azuma-japanese-restaurant-queen … 0 items
  [301/380] 20250918 https://food.grab.com/my/en/restaurant/17-gram-beans-usj-7-delivery/1- … 44 items
  [302/380] 20250720 https://food.grab.com/my/en/restaurant/19-avenue-persiaran-greenhill-d … 35 items
  [303/380] 20250814 https://food.grab.com/my/en/restaurant/1901-hot-dogs-kl-east-mall-deli … fetch fail
  [304/380] 20250814 https://food.grab.com/my/en/restaurant/1901-menara-pernas-delivery/1-C … fetch fail
  [305/380] 20250814 https://food.grab.com/my/en/restaurant/1901-plaza-shah-alam-delivery/1 … fetch fail
  [306/380] 20250815 https://food.grab.com/my/en/restaurant/1901-sogo-kl-delivery/1-C65BJ6B … fetch fail
  [307/380] 20250918 https://food.grab.com/my/en/restaurant/a-w%C2%AE-pearl-point-delivery/ … 95 items
  [308/380] 20250710 https://food.grab.com/my/en/restaurant/abc-food-s-corner-pantai-dalam- … 153 items
  [309/380] 20250718 https://food.grab.com/my/en/restaurant/ai-cha-pudu-plaza-pudu-plaza-sh … 50 items
  [310/380] 20250815 https://food.grab.com/my/en/restaurant/al-khatiri-kofee-bandar-baru-ku … 200 items
  [311/380] 20250917 https://food.grab.com/my/en/restaurant/ali-muthu-ah-hock-kopitiam-peta … 86 items
  [312/380] 20250718 https://food.grab.com/my/en/restaurant/alriaz-catering-baby-food-villa … 50 items
  [313/380] 20250718 https://food.grab.com/my/en/restaurant/amazen-house-q-sentral-delivery … 6 items
  [314/380] 20250913 https://food.grab.com/my/en/restaurant/antipodean-sunway-velocity-two- … 108 items
  [315/380] 20250813 https://food.grab.com/my/en/restaurant/arzu-restaurant-jalan-sultan-az … 114 items
  [316/380] 20250917 https://food.grab.com/my/en/restaurant/asiari-seksyen-9-delivery/1-C2U … 28 items
  [317/380] 20250917 https://food.grab.com/my/en/restaurant/auntea-jenny-express-my-town-sh … 45 items
  [318/380] 20250815 https://food.grab.com/my/en/restaurant/auntea-jenny-lot-10-delivery/1- … 33 items
  [319/380] 20250805 https://food.grab.com/my/en/restaurant/auntie-anne-s-sogo-kl-delivery/ … 54 items
  [320/380] 20250917 https://food.grab.com/my/en/restaurant/ayam-kipuk-viral-kicap-gepuk-pv … 31 items
  [321/380] 20251013 https://food.grab.com/my/en/restaurant/16-degrees-chinatown-delivery/1 … 35 items
  [322/380] 20251106 https://food.grab.com/my/en/restaurant/888-cheese-potato-kl-citywalk-d … 0 items
  [323/380] 20251013 https://food.grab.com/my/en/restaurant/adalah-bangsar-baru-delivery/1- … 29 items
  [324/380] 20251014 https://food.grab.com/my/en/restaurant/all-star-burgers-foodle-kl-city … 61 items
  [325/380] 20251106 https://food.grab.com/my/en/restaurant/amazin-graze-official-store-buk … 0 items
  [326/380] 20251207 https://food.grab.com/my/en/restaurant/amira-one-bistro-bandar-sri-per … 0 items
  [327/380] 20251013 https://food.grab.com/my/en/restaurant/art-embroidery-southgate-commer … fetch fail
  [328/380] 20251113 https://food.grab.com/my/en/restaurant/asiari-ioi-city-mall-delivery/1 … fetch fail
  [329/380] 20251014 https://food.grab.com/my/en/restaurant/auntea-jenny-express-my-town-sh … fetch fail
  [330/380] 20251109 https://food.grab.com/my/en/restaurant/ayam-kicap-berapi-jalan-bangsar … fetch fail
  [331/380] 20251210 https://food.grab.com/my/en/restaurant/ayam-kipuk-viral-kicap-gepuk-pp … 0 items
  [332/380] 20251013 https://food.grab.com/my/en/restaurant/azuma-sushi-village-mall-delive … 200 items
  [333/380] 20251116 https://food.grab.com/my/en/restaurant/bachelor-s-pizza-co-kuala-lumpu … 0 items
  [334/380] 20251013 https://food.grab.com/my/en/restaurant/bae-go-pa-korean-grocer-sunway- … 43 items
  [335/380] 20251207 https://food.grab.com/my/en/restaurant/bakernextdoor-desa-park-city-de … 0 items
  [336/380] 20251109 https://food.grab.com/my/en/restaurant/bala-s-banana-leaf-lucky-garden … 0 items
  [337/380] 20251013 https://food.grab.com/my/en/restaurant/banana-leaf-corner-brickfields- … 192 items
  [338/380] 20251012 https://food.grab.com/my/en/restaurant/bangkok-xpress-bangsar-delivery … 14 items
  [339/380] 20251209 https://food.grab.com/my/en/restaurant/basheer-bistro-lebuh-ampang-del … 0 items
  [340/380] 20251106 https://food.grab.com/my/en/restaurant/bask-bear-coffee-pavilion-elite … 0 items
  [341/380] 20260208 https://food.grab.com/my/en/restaurant/adult-food-beverage-bangsar-non … 0 items
  [342/380] 20260211 https://food.grab.com/my/en/restaurant/al-khatiri-restaurant-bandar-ba … 0 items
  [343/380] 20260123 https://food.grab.com/my/en/restaurant/ame-soeur-jalan-jalil-jaya-2-de … 0 items
  [344/380] 20260213 https://food.grab.com/my/en/restaurant/antipodean-sunway-velocity-two- … 0 items
  [345/380] 20260119 https://food.grab.com/my/en/restaurant/ariff-maju-bistro-jalan-putra-d … 0 items
  [346/380] 20260308 https://food.grab.com/my/en/restaurant/autumn-shrimp-ss15-delivery/1-C … 0 items
  [347/380] 20260211 https://food.grab.com/my/en/restaurant/avocadian-bangsar-delivery/1-CZ … 0 items
  [348/380] 20260211 https://food.grab.com/my/en/restaurant/avosome-z-residence-delivery/1- … 0 items
  [349/380] 20260123 https://food.grab.com/my/en/restaurant/ayam-gepuk-pak-gembus-jalan-ban … 0 items
  [350/380] 20260116 https://food.grab.com/my/en/restaurant/azuma-japanese-restaurant-serem … 0 items
  [351/380] 20260213 https://food.grab.com/my/en/restaurant/b%E2%80%99fries-seasons-garden- … fetch fail
  [352/380] 20260208 https://food.grab.com/my/en/restaurant/bah-ku-teh-klang-yip-yong-kepon … fetch fail
  [353/380] 20260213 https://food.grab.com/my/en/restaurant/bakernextdoor-desa-park-city-de … fetch fail
  [354/380] 20260308 https://food.grab.com/my/en/restaurant/baskin-robbins-3-damansara-deli … fetch fail
  [355/380] 20260215 https://food.grab.com/my/en/restaurant/baskin-robbins-jaya-section-14- … 0 items
  [356/380] 20260123 https://food.grab.com/my/en/restaurant/baskin-robbins-mid-valley-deliv … 0 items
  [357/380] 20260119 https://food.grab.com/my/en/restaurant/baskin-robbins-the-exchange-trx … 0 items
  [358/380] 20260123 https://food.grab.com/my/en/restaurant/baskin-robbins-the-gardens-deli … 0 items
  [359/380] 20260317 https://food.grab.com/my/en/restaurant/bei-gong-cha-%E5%8C%97%E5%AE%AB … 0 items
  [360/380] 20260119 https://food.grab.com/my/en/restaurant/being-juice-foodle-kl-city-cent … 0 items
  [361/380] 20260521 https://food.grab.com/my/en/restaurant/abc-bistro-cafe-delivery/MYDD10 … 136 items
  [362/380] 20260508 https://food.grab.com/my/en/restaurant/ah-cheng-laksa-ioi-puchong-deli … 0 items
  [363/380] 20260520 https://food.grab.com/my/en/restaurant/all-star-burgers-foodle-kl-city … 0 items
  [364/380] 20260520 https://food.grab.com/my/en/restaurant/baskin-robbins-bangsar-delivery … 0 items
  [365/380] 20260520 https://food.grab.com/my/en/restaurant/baskin-robbins-nu-sentral-deliv … 0 items
  [366/380] 20260520 https://food.grab.com/my/en/restaurant/baskin-robbins-uptown-delivery/ … 0 items
  [367/380] 20260520 https://food.grab.com/my/en/restaurant/boost-juice-bars-jakel-mall-del … 0 items
  [368/380] 20260411 https://food.grab.com/my/en/restaurant/burger-q-bukit-damansara-delive … 0 items
  [369/380] 20260508 https://food.grab.com/my/en/restaurant/cafe-la-croisette-by-dadi-cinem … 0 items
  [370/380] 20260520 https://food.grab.com/my/en/restaurant/caveman-coffee-ioi-mall-damansa … 0 items
  [371/380] 20260520 https://food.grab.com/my/en/restaurant/chocolate-concierge-bsc-deliver … 0 items
  [372/380] 20260520 https://food.grab.com/my/en/restaurant/d-apple-fried-chicken-kota-dama … 0 items
  [373/380] 20260520 https://food.grab.com/my/en/restaurant/damascus-restaurant-mont-kiara- … 0 items
  [374/380] 20260520 https://food.grab.com/my/en/restaurant/dancing-fish-bsc-delivery/1-CYV … 0 items
  [375/380] 20260520 https://food.grab.com/my/en/restaurant/dara-burger-bakar-desa-sri-hart … fetch fail
  [376/380] 20260520 https://food.grab.com/my/en/restaurant/eato-enjoy-japanese-teppanyaki- … fetch fail
  [377/380] 20260520 https://food.grab.com/my/en/restaurant/flint-the-curve-delivery/1-C6DA … fetch fail
  [378/380] 20260411 https://food.grab.com/my/en/restaurant/gila-burger-damansara-perdana-d … fetch fail
  [379/380] 20260520 https://food.grab.com/my/en/restaurant/gong-cha-lrt-masjid-jamek-deliv … 0 items
  [380/380] 20260521 https://food.grab.com/my/en/restaurant/goobne-chicken-mytown-delivery/ … 35 items

  Malaysia:grabfood-my: 321 attempts, 206 with items, 16418 rows inserted

======================================================================
Done.
target                                    attempts  hits    rows
  Malaysia:grabfood-my                         321   206   16418
